name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Sao Paulo,Brazil",2015-01-01,31.4,23.4,26.8,31.7,23.4,27,17.6,58.2,0,0,0,,,,42.5,22.3,325.9,1015.6,65.4,10.5,210.2,18.1,7,,2015-01-01T06:23:23,2015-01-01T19:56:45,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-02,32.6,23.5,26.9,33.1,23.5,27.1,18.2,60.4,3,100,4.17,rain,,,59.7,31.8,316,1015.6,75.4,10,177.9,15.4,6,,2015-01-02T06:24:02,2015-01-02T19:57:01,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-03,28.2,22,23.9,30.4,22,24.2,20,79.3,0,0,0,,,,,21,144.8,1018,90.7,9.8,144.9,12.5,5,,2015-01-03T06:24:42,2015-01-03T19:57:17,0.44,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-04,27.6,21.5,23.3,28.3,21.5,23.4,18.3,73.9,2,100,4.17,rain,,,40.7,18.5,213.4,1019.2,82.3,10,175.3,15,6,,2015-01-04T06:25:22,2015-01-04T19:57:31,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-05,27.5,21,22.8,28.3,21,22.9,18.6,77.9,2,100,4.17,rain,,,40.7,16.8,107.3,1019.4,69,9.5,211.4,18.3,8,,2015-01-05T06:26:03,2015-01-05T19:57:44,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-06,29.3,19.9,23.8,29.5,19.9,24,17.6,69.3,0,0,0,,,,,19.8,63.2,1020.2,61.7,10,298.8,25.7,10,,2015-01-06T06:26:44,2015-01-06T19:57:55,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-07,31.8,20,24.5,31.5,20,24.5,17.2,66.1,19,100,4.17,rain,,,57.6,25.9,24.7,1018.4,63.8,9.5,295.9,25.5,10,,2015-01-07T06:27:25,2015-01-07T19:58:05,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-08,32,19.3,24.3,32.4,19.3,24.4,17.5,68.8,0,0,0,,,,,17.4,320,1018.3,56.2,10.2,341.5,29.5,10,,2015-01-08T06:28:07,2015-01-08T19:58:14,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-09,33,20.8,27.2,34,20.8,27.7,18.4,61.7,28,100,4.17,rain,,,,17.4,298.4,1017.3,29.7,10.1,331.6,28.7,10,,2015-01-09T06:28:50,2015-01-09T19:58:21,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-10,33.2,23.6,27.7,33.5,23.6,28.3,18.9,60.9,1,100,4.17,rain,,,38.9,20.2,263.9,1017.6,43.3,10.4,324.8,28.2,10,,2015-01-10T06:29:32,2015-01-10T19:58:27,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-11,34,22.3,26.8,34.7,22.3,27.1,19.1,64.7,8,100,4.17,rain,,,37.1,19.9,71,1017.7,55,9.2,332.9,28.6,10,,2015-01-11T06:30:15,2015-01-11T19:58:31,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,remote,83780099999"
"Sao Paulo,Brazil",2015-01-12,34,21.4,25.8,33.7,21.4,25.9,18.3,65.6,22,100,4.17,rain,,,38.1,18.4,354.5,1017.7,45.3,10.1,264.4,22.7,8,,2015-01-12T06:30:59,2015-01-12T19:58:34,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-13,34.4,21.9,26.3,34.2,21.9,26.6,17.5,60.5,0.6,100,4.17,rain,,,27.7,19.9,115.9,1017.4,39.3,9.8,337.2,29.2,10,,2015-01-13T06:31:42,2015-01-13T19:58:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-14,33,22.1,25.5,33.1,22.1,25.7,18.9,69.1,9,100,4.17,rain,,,,24.7,95.6,1017.6,53.1,7.6,250.2,21.5,7,,2015-01-14T06:32:26,2015-01-14T19:58:36,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-15,31.6,22.1,25.6,33.2,22.1,26.1,19.4,70,0.3,100,4.17,rain,,,37.1,21.4,142.2,1018.6,70,9.3,157.9,13.7,5,,2015-01-15T06:33:10,2015-01-15T19:58:35,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-16,31.3,21.9,25.6,32.9,21.9,26.2,20,72.4,0.1,100,4.17,rain,,,,21.7,140.2,1019.2,52.6,8.5,252.5,21.8,8,,2015-01-16T06:33:54,2015-01-16T19:58:33,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-17,34.9,20.8,27.4,35.4,20.8,27.8,18.1,60.7,0,0,0,,,,29.5,18,117.2,1017.1,31.7,9.1,351.8,30.4,10,,2015-01-17T06:34:38,2015-01-17T19:58:29,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-18,33.6,22.9,27.7,33.6,22.9,28.3,19,61.4,0,0,0,,,,27.7,19.8,141.7,1017,59.6,9.7,241.4,20.8,9,,2015-01-18T06:35:22,2015-01-18T19:58:23,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-19,34.6,22.1,27.7,34.4,22.1,27.8,18.1,60.5,0,0,0,,,,42.5,22.5,141,1017.5,59.4,9.9,317.5,27.2,10,,2015-01-19T06:36:06,2015-01-19T19:58:16,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-20,34.4,22.9,27.5,33.9,22.9,27.7,17.8,58.2,0,0,0,,,,,17.9,159.9,1015.6,34.5,9.7,190.9,16.6,6,,2015-01-20T06:36:50,2015-01-20T19:58:08,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-21,29.1,22,25,29.9,22,25.3,18.5,68,0,0,0,,,,76,24.8,170.2,1016.8,65.5,9.8,199.3,17.4,8,,2015-01-21T06:37:34,2015-01-21T19:57:58,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-22,25.4,19.1,21.7,25.4,19.1,21.7,17.3,77.4,17.7,100,12.5,rain,,,,26.1,164.2,1018.5,86.2,8.9,182.5,15.8,7,,2015-01-22T06:38:17,2015-01-22T19:57:47,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-23,25.6,18.8,21.3,25.6,18.8,21.3,17,77.4,1,100,4.17,rain,,,,24.2,158.7,1019,85.3,10.1,246.6,21.2,9,,2015-01-23T06:39:01,2015-01-23T19:57:34,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-24,28.8,19,22.5,29,19,22.5,17.4,74.1,5,100,8.33,rain,,,,23.7,115.9,1017.5,72.5,9.6,272.8,23.4,9,,2015-01-24T06:39:45,2015-01-24T19:57:20,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-25,30,18.4,24.1,30.1,18.4,24.2,16.4,64,0,0,0,,,,42.5,20.3,34.2,1016.5,65.8,10.4,143.7,12.3,5,,2015-01-25T06:40:28,2015-01-25T19:57:05,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-26,28.4,19.1,23.1,29.3,19.1,23.2,17.4,71.4,7.7,100,8.33,rain,,,37.1,19.8,345.8,1016.9,71.6,9.9,235,20.2,7,,2015-01-26T06:41:11,2015-01-26T19:56:48,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-27,28,20.5,23.9,28.9,20.5,24.2,17.7,69.3,13,100,4.17,rain,,,37.1,22.5,318.5,1017.5,71.7,9.8,228.7,19.9,7,,2015-01-27T06:41:54,2015-01-27T19:56:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-28,29,21.1,25.1,29.8,21.1,25.4,18.1,66.5,2,100,4.17,rain,,,35.3,20.7,339.5,1017.2,68.4,10.5,198.7,17.3,6,,2015-01-28T06:42:37,2015-01-28T19:56:11,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-29,28.9,22,25.2,29.5,22,25.3,17.8,64.2,0,0,0,,,,50,27.3,316,1016.3,66.6,10.3,191.4,16.4,6,,2015-01-29T06:43:20,2015-01-29T19:55:50,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-30,26.1,21,22.9,26.1,21,22.9,18.4,75.7,0.4,100,4.17,rain,,,33.5,21.8,213.6,1018.1,83.3,9.8,123.9,10.5,5,,2015-01-30T06:44:02,2015-01-30T19:55:28,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-01-31,24.1,18.1,21.1,24.1,18.1,21.1,17.9,82.3,0.1,100,4.17,rain,,,,24.9,150.5,1020.5,95.4,8.9,236.7,20.5,9,,2015-01-31T06:44:44,2015-01-31T19:55:05,0.38,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-01,26.6,20.1,22.9,26.6,20.1,22.9,18.8,78.4,1.6,100,8.33,rain,,,,21.9,128.8,1019.4,86.1,9.9,210.7,18.2,8,,2015-02-01T06:45:25,2015-02-01T19:54:40,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-02,26.5,21,22.5,26.5,21,22.5,18.6,79.1,0,0,0,,,,,21.8,126.6,1018.2,76,9.4,157.6,13.6,5,,2015-02-02T06:46:06,2015-02-02T19:54:14,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-03,29.5,18.9,23,29.2,18.9,23,16.9,70.8,0,0,0,,,,,17.5,125.9,1016,61.1,9.9,313,27.1,10,,2015-02-03T06:46:47,2015-02-03T19:53:46,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-04,24,20.8,22.3,24,20.8,22.3,17.1,72.8,0,0,0,,,,,22.7,343.9,1013.6,71.1,9.9,128.6,11,5,,2015-02-04T06:47:28,2015-02-04T19:53:18,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-05,22.2,19,20.3,22.2,19,20.3,17.6,84.7,47,100,16.67,rain,,,51.8,20.8,312.5,1009.8,91.6,8.5,93.6,8.2,3,,2015-02-05T06:48:08,2015-02-05T19:52:48,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-06,25,18.1,20.3,25,18.1,20.3,16.9,81.4,22,100,8.33,rain,,,44.6,20,285.7,1010.3,86.8,9.7,277.5,23.9,9,,2015-02-06T06:48:47,2015-02-06T19:52:17,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-07,27.4,18,21.4,27.5,18,21.5,16.5,75.2,2,100,4.17,rain,,,,22.7,152.1,1011.8,68.1,10.3,344.1,29.6,10,,2015-02-07T06:49:26,2015-02-07T19:51:45,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-08,28.3,19,22.5,28.8,19,22.6,17.5,74.4,0,0,0,,,,,21.4,107.2,1014.6,61.2,9.2,336.1,29.1,10,,2015-02-08T06:50:05,2015-02-08T19:51:12,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-09,29,19,23.6,29.6,19,23.8,18.4,73.9,0,0,0,,,,,22.1,79.8,1015.3,67.6,9.4,297.4,25.8,10,,2015-02-09T06:50:43,2015-02-09T19:50:37,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-10,28,20.4,23.8,29.4,20.4,24,18.9,74.6,0.9,100,8.33,rain,,,27.7,18,0.4,1016.7,72.9,9.9,281.6,24.3,10,,2015-02-10T06:51:21,2015-02-10T19:50:02,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-11,30,20.2,25.1,31.4,20.2,25.6,19,70.2,0.3,100,4.17,rain,,,35.3,18.9,303,1018,67.4,10.1,189,16.3,6,,2015-02-11T06:51:59,2015-02-11T19:49:25,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-12,32,22.4,27.3,32.5,22.4,27.9,19,62.1,0,0,0,,,,37.1,23.1,317.9,1018.7,62.3,10.4,176.6,15,6,,2015-02-12T06:52:36,2015-02-12T19:48:47,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-13,32,22.9,25.7,32.8,22.9,26,19.4,69.9,0,0,0,,,,46.4,22.3,180.4,1019.2,63.8,9.8,237.5,20.6,8,,2015-02-13T06:53:12,2015-02-13T19:48:08,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-14,30.4,20.9,24,31.8,20.9,24.2,18.4,71.8,0.1,100,4.17,rain,,,31.7,22.1,110.4,1017.8,67,10.1,178.1,15.4,7,,2015-02-14T06:53:48,2015-02-14T19:47:28,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-15,26.2,19,22.6,26.2,19,22.6,18.3,76.9,0,0,0,,,,37.1,23.8,201.1,1016.7,64.7,9.5,117.5,10,4,,2015-02-15T06:54:24,2015-02-15T19:46:47,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-16,27,19,21.6,28,19,21.6,17.9,80.4,0.8,100,8.33,rain,,,,24.3,139.5,1016.9,88.5,9.1,234.7,20.3,9,,2015-02-16T06:54:59,2015-02-16T19:46:06,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-17,26.6,20,22.5,26.6,20,22.5,18.6,79.8,0.6,100,12.5,rain,,,46.4,23.2,336.8,1015.6,84.8,9.9,162.5,14,7,,2015-02-17T06:55:33,2015-02-17T19:45:23,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-18,25.9,20.5,21.9,25.9,20.5,21.9,18.4,80.7,8.7,100,8.33,rain,,,49.7,19.7,347.8,1013.8,87.9,9.5,144.3,12.5,5,,2015-02-18T06:56:08,2015-02-18T19:44:39,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-19,27.5,20.4,23.7,28.6,20.4,23.8,18,70.9,0.7,100,4.17,rain,,,48.2,28.4,347.5,1014.3,73.1,10.4,193,16.7,7,,2015-02-19T06:56:41,2015-02-19T19:43:54,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-20,28,22,24.7,28.9,22,25,18.3,68.1,0,0,0,,,,38.9,23.4,337.3,1017.1,83.6,10.2,204.1,17.7,7,,2015-02-20T06:57:14,2015-02-20T19:43:09,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-21,30,22,25.2,31.4,22,25.6,18.6,67.7,0,0,0,,,,,24.5,147.9,1020.6,58.1,9.8,224.4,20.1,8,,2015-02-21T06:57:47,2015-02-21T19:42:22,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-22,29.4,20,23.9,29.2,20,24,17.5,69.2,0,0,0,,,,35.3,20.7,130.2,1020.8,50.6,9.9,322.3,27.9,10,,2015-02-22T05:58:19,2015-02-22T18:41:35,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-23,30.6,20.9,24.7,30.1,20.9,24.7,18.1,68.9,7,100,4.17,rain,,,35.3,19,119,1019.8,55.3,9.9,228.8,19.9,8,,2015-02-23T05:58:51,2015-02-23T18:40:47,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-24,30.3,20.4,24,30.4,20.4,24.1,17.7,69.7,4,100,4.17,rain,,,46.4,15.8,96.7,1019.4,63.8,10.2,115.2,10,4,,2015-02-24T05:59:23,2015-02-24T18:39:58,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-25,28.8,19.4,22.1,29.9,19.4,22.2,17.7,76.9,16,100,4.17,rain,,,51.8,26,330.7,1019.9,68.5,9.5,129.4,11.4,4,,2015-02-25T05:59:53,2015-02-25T18:39:09,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-26,29,19.4,23.7,29.5,19.4,23.8,17.7,70.6,1,100,4.17,rain,,,31.7,17.4,320.6,1016.9,35,10,177.1,15.3,6,,2015-02-26T06:00:24,2015-02-26T18:38:19,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-27,31,20.4,24.9,31.3,20.4,25,17.4,65,0,0,0,,,,,20.5,278,1014.4,30.1,10.2,218.5,19.1,8,,2015-02-27T06:00:54,2015-02-27T18:37:28,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-02-28,27.3,19,21.8,28.5,19,21.8,17.9,79,20,100,8.33,rain,,,,25.1,147.1,1017.8,82.8,9.6,206.7,17.8,8,,2015-02-28T06:01:24,2015-02-28T18:36:36,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-01,25.2,18,21,25.2,18,21,16.4,75.7,0.1,100,4.17,rain,,,37.1,26.2,118.3,1020.5,82.5,9.7,299.4,25.9,10,,2015-03-01T06:01:53,2015-03-01T18:35:44,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-02,27.6,17.9,22.3,27.7,17.9,22.3,15.9,68.8,0,0,0,,,,37.1,26.4,114.8,1020.2,46.6,9.7,318.2,27.3,10,,2015-03-02T06:02:22,2015-03-02T18:34:51,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-03,28.2,18.2,22.4,28.6,18.2,22.5,17.3,74,0,0,0,,,,,24.3,110.7,1019,73.2,9.8,272.8,23.5,9,,2015-03-03T06:02:50,2015-03-03T18:33:58,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-04,29.2,18.9,23.1,30.8,18.9,23.2,17.7,72.5,0,0,0,,,,,21.9,124.1,1018.5,56.7,10.2,302,26.2,10,,2015-03-04T06:03:18,2015-03-04T18:33:04,0.46,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-05,31.4,18.2,24.7,31.8,18.2,25,18,68.5,0,0,0,,,,38.9,20.1,19.8,1016.7,51.8,9.5,267.6,23,10,,2015-03-05T06:03:46,2015-03-05T18:32:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,remote,83780099999"
"Sao Paulo,Brazil",2015-03-06,28.6,20,23,29.7,20,23.2,18.4,76.8,11,100,4.17,rain,,,50,19.1,9.6,1016.1,55.6,7,121.4,10.5,4,,2015-03-06T06:04:13,2015-03-06T18:31:14,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-07,25,20,21.3,25,20,21.3,18.7,85.6,35,100,8.33,rain,,,,17.8,73.6,1015.7,86.6,7.4,139,12.1,7,,2015-03-07T06:04:40,2015-03-07T18:30:19,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-08,24.6,20,21.9,24.6,20,21.9,18.9,83.3,2,100,4.17,rain,,,,16.7,283.8,1015.7,83.7,8.8,124.4,10.8,4,,2015-03-08T06:05:07,2015-03-08T18:29:23,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2015-03-09,23.6,20.1,21.4,23.6,20.1,21.4,18.6,84.3,0.2,100,4.17,rain,,,37.1,19.8,317.4,1014.4,80.2,9.8,145.5,12.6,5,,2015-03-09T06:05:33,2015-03-09T18:28:26,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
