name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Sao Paulo,Brazil",2016-03-22,30,20.7,24.7,30.6,20.7,24.9,17.9,67.5,0,0,0,,,,46.4,24.3,315,1017.4,33,9,256.8,21.3,9,,2016-03-22T06:11:10,2016-03-22T18:15:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-23,27.8,19.8,23,28.1,19.8,23.1,17.3,71.5,4.6,100,8.33,rain,,,,21.2,187,1016.9,73.4,9.7,122.5,10.3,5,,2016-03-23T06:11:33,2016-03-23T18:14:05,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,SBKP,83075099999,83818099999,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-24,26.7,19,21.9,27.7,19,22,17.5,76.9,0,0,0,,,,,21.4,116.3,1018,79.7,9.8,224.4,18.6,9,,2016-03-24T06:11:56,2016-03-24T18:13:06,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-25,28.6,20,22.7,30.2,20,22.9,18.6,78.7,9,100,4.17,rain,,,,20.9,38.3,1017.2,77.8,9.9,123.3,10.3,5,,2016-03-25T06:12:19,2016-03-25T18:12:06,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-26,28,20.4,24.3,29.2,20.4,24.6,18.3,70.2,0,0,0,,,,37.1,25.3,350,1017.4,59.4,10.7,191.1,15.9,8,,2016-03-26T06:12:42,2016-03-26T18:11:07,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-27,29,21.9,25.1,30.4,21.9,25.5,18.8,68.5,0,0,0,,,,,18.1,334.1,1018.7,49.5,10.6,262.4,21.6,8,,2016-03-27T06:13:05,2016-03-27T18:10:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-28,30,21.4,25.2,31.7,21.4,25.7,20.2,75.1,0,0,0,,,,37.1,19.5,158.1,1018.6,59.1,9.5,196.3,16.3,7,,2016-03-28T06:13:28,2016-03-28T18:09:09,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-29,29.7,20,24.3,31,20,24.7,19,73.5,0,0,0,,,,,17.8,129.3,1020.3,74.5,9.9,198.9,16.4,7,,2016-03-29T06:13:51,2016-03-29T18:08:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-30,29,20.9,24.2,30.4,20.9,24.5,19.5,75.8,1,100,4.17,rain,,,33.5,18.5,124.5,1021.5,57.8,8.9,143.8,11.9,6,,2016-03-30T06:14:13,2016-03-30T18:07:12,0.74,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-03-31,30,20.9,24.5,30.7,20.9,24.8,19.2,73.7,3,100,4.17,rain,,,,18.1,122.2,1021.4,41,9.1,86.1,7,3,,2016-03-31T06:14:36,2016-03-31T18:06:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-01,28.8,21,23.9,29.7,21,24.1,18.6,73.4,0,0,0,,,,,23.4,128.9,1020.5,53.9,9.8,269.2,22.3,9,,2016-04-01T06:14:59,2016-04-01T18:05:15,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-02,28.6,19.5,22.7,28.9,19.5,22.8,17.9,75.5,0,0,0,,,,,18,103.2,1018.5,52.6,8.5,277.1,23,9,,2016-04-02T06:15:22,2016-04-02T18:04:17,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-03,30.8,20,24.8,31.8,20,25.2,18.6,70.2,0,0,0,,,,27.7,18,101.9,1018.3,42.4,9.7,261.7,21.8,9,,2016-04-03T06:15:45,2016-04-03T18:03:20,0.87,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-04,28.5,20.9,23.7,29.4,20.9,23.9,18.2,72.2,0,0,0,,,,,22.9,136.9,1022,52.3,9.5,258.1,21.5,9,,2016-04-04T06:16:08,2016-04-04T18:02:22,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-05,28.8,19,23.2,29.2,19,23.3,16.8,68.7,0,0,0,,,,,20.5,123.6,1022.4,34.5,10.6,262,21.8,9,,2016-04-05T06:16:30,2016-04-05T18:01:25,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-06,29.7,19.9,23.6,29.3,19.9,23.7,17.4,70.3,0,0,0,,,,,14.6,76.9,1018.5,48.7,9.6,275.6,22.7,9,,2016-04-06T06:16:53,2016-04-06T18:00:29,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-07,31.6,19.8,25.2,30.4,19.8,25,16.2,61.3,0,0,0,,,,,18.7,209,1016.5,20.7,9.3,275.5,22.7,9,,2016-04-07T06:17:16,2016-04-07T17:59:32,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-08,29.1,19.9,24.4,30.2,19.9,24.8,18.6,71.1,0,0,0,,,,,18.9,132.6,1016.5,41.7,9.9,243.6,20.2,8,,2016-04-08T06:17:40,2016-04-08T17:58:36,0.04,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-09,32.8,21,25.7,31.7,21,25.7,18.2,66.9,0,0,0,,,,,19.7,115.8,1016.8,22.5,8,256.1,21.3,8,,2016-04-09T06:18:03,2016-04-09T17:57:41,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-10,30.1,21.6,25,31.3,21.6,25.3,19,70.5,0,0,0,,,,,23.6,128.5,1017.5,34.4,9.8,251.5,20.8,8,,2016-04-10T06:18:26,2016-04-10T17:56:45,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-11,28.5,21,24,29.8,21,24.3,18.8,73.6,0,0,0,,,,,21.4,124.8,1019,47.9,10,253.4,21.1,9,,2016-04-11T06:18:50,2016-04-11T17:55:51,0.14,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-12,30.1,20,24.1,30.9,20,24.3,18.1,71,0,0,0,,,,37.1,21.3,124.3,1020,52.5,9.4,255.2,21.1,9,,2016-04-12T06:19:13,2016-04-12T17:54:57,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-13,30,20,23.9,30.5,20,24.1,18.1,71.5,0,0,0,,,,,20,117.2,1019.7,54.1,10.2,243.5,20.1,8,,2016-04-13T06:19:37,2016-04-13T17:54:03,0.21,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-14,31,19.2,25.5,30.4,19.2,25.4,16.6,60.8,0,0,0,,,,,19.2,14.8,1019.5,49,10.5,246.3,20.4,8,,2016-04-14T06:20:01,2016-04-14T17:53:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-15,31.9,20.9,25.5,30.8,20.9,25.3,17,62.8,0,0,0,,,,50,21.6,119.1,1020.1,17.5,9.9,252.6,21.1,8,,2016-04-15T06:20:25,2016-04-15T17:52:17,0.28,Clear,Clear conditions throughout the day.,clear-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-16,30.7,21.6,25.4,30.1,21.6,25.4,16.8,61.1,0,0,0,,,,,16.6,87.5,1020.5,21.6,10.9,255.4,21.1,8,,2016-04-16T06:20:49,2016-04-16T17:51:25,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-17,31,20.5,25.2,29.9,20.5,25,15.5,57.8,0,0,0,,,,,14.2,60.4,1021.8,3.9,10.5,256.7,21.1,8,,2016-04-17T06:21:13,2016-04-17T17:50:34,0.34,Clear,Clear conditions throughout the day.,clear-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-18,31,21.5,26,30.7,21.5,26.1,16.4,57,0,0,0,,,,,19.7,80.3,1021.6,18.7,10.9,246.7,20.5,8,,2016-04-18T06:21:38,2016-04-18T17:49:43,0.38,Clear,Clear conditions throughout the day.,clear-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-19,30.9,22.5,26.3,30.4,22.5,26.3,16.3,55.6,0,0,0,,,,35.3,16.5,26.7,1020.1,28.3,11.1,244.2,20.3,8,,2016-04-19T06:22:02,2016-04-19T17:48:53,0.41,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-20,31,22.8,26.2,30.4,22.8,26.1,16.5,56.7,0,0,0,,,,33.5,20,45.1,1019.2,34,11,225.9,18.8,8,,2016-04-20T06:22:27,2016-04-20T17:48:04,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-21,31.1,21.7,25.9,29.7,21.7,25.6,13.9,49.8,0,0,0,,,,,27.1,348.1,1018.5,15.2,11,249.4,20.8,8,,2016-04-21T06:22:52,2016-04-21T17:47:15,0.48,Clear,Clear conditions throughout the day.,clear-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-22,30.1,20.6,24.6,29.9,20.6,24.6,15.9,60.5,0,0,0,,,,,23.5,162.9,1019.4,35.1,11.1,219,18.2,7,,2016-04-22T06:23:17,2016-04-22T17:46:27,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-23,31.1,19.7,25.5,30.4,19.7,25.3,16.2,60,0,0,0,,,,,23.4,0.2,1017.9,9.4,10.7,234.5,19.5,8,,2016-04-23T06:23:42,2016-04-23T17:45:40,0.55,Clear,Clear conditions throughout the day.,clear-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-24,31,22.5,26.1,30.4,22.5,26,15.3,53.2,0,0,0,,,,31.7,26.5,353.2,1015.8,21.5,11,240.8,19.9,8,,2016-04-24T06:24:08,2016-04-24T17:44:53,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-25,31,20.5,26.3,30.1,20.5,26,14.4,49.8,0,0,0,,,,49.4,29.9,337.2,1012.2,56.6,10.7,224.7,18.6,8,,2016-04-25T06:24:33,2016-04-25T17:44:07,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-26,26.1,21,23.2,26.1,21,23.2,15.4,62.4,0,0,0,,,,57.6,33.2,328.5,1011.6,64.4,10.7,208.1,17.1,7,,2016-04-26T06:24:59,2016-04-26T17:43:23,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-27,20,15.1,17.9,20,15.1,17.9,14.2,78.9,0.7,100,4.17,rain,,,61.2,31.4,301,1016.3,91.3,8.9,118.9,9.8,4,,2016-04-27T06:25:25,2016-04-27T17:42:38,0.69,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-28,20.1,11.9,14.9,20.1,11.9,14.9,9.4,70.9,0,0,0,,,,,22.9,147.3,1021,84.1,10,180.8,15,7,,2016-04-28T06:25:52,2016-04-28T17:41:55,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-29,16.5,12.1,14.2,16.5,12.1,14.2,10.9,80.7,0,0,0,,,,,17.6,135.8,1020.3,97.5,8.1,78,6.5,2,,2016-04-29T06:26:18,2016-04-29T17:41:13,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-04-30,21.6,12.4,16.5,21.6,12.4,16.5,10.2,68.9,0,0,0,,,,,19.5,216.6,1018.4,65.2,9.7,213.3,17.7,8,,2016-04-30T06:26:44,2016-04-30T17:40:31,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-01,19.6,11.1,14.6,19.6,11.1,14.6,6.9,62.6,0,0,0,,,,,19.5,159.8,1021.9,37.3,10.3,244.1,20.1,8,,2016-05-01T06:27:11,2016-05-01T17:39:51,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-02,23,11.6,16.3,23,11.6,16.3,9.9,68.7,0,0,0,,,,,17.8,110.6,1022.9,40.9,10.7,196.7,16.4,7,,2016-05-02T06:27:38,2016-05-02T17:39:11,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-03,24.6,13.9,17.8,24.6,13.9,17.8,11.7,69.9,0,0,0,,,,,16.3,123.6,1021.4,48.1,9.7,226.3,18.7,8,,2016-05-03T06:28:05,2016-05-03T17:38:32,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-04,24.1,13.4,18,24.1,13.4,18,12.8,73.6,0,0,0,,,,,21.6,146.4,1020.8,35.3,8.6,204.2,16.9,7,,2016-05-04T06:28:32,2016-05-04T17:37:54,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-05,23.2,15.8,18.9,23.2,15.8,18.9,13.6,72.7,0,0,0,,,,,17.4,134.6,1022.1,50.2,10.6,196.1,16.3,7,,2016-05-05T06:29:00,2016-05-05T17:37:17,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-06,26.1,15.6,19.3,26.1,15.6,19.3,13.9,73.1,0,0,0,,,,,16.4,92.2,1021.2,46.3,9.3,182.1,15.2,7,,2016-05-06T06:29:27,2016-05-06T17:36:42,0,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-07,22,16,19.2,22,16,19.2,15.6,80.3,0,0,0,,,,,14,165,1020.6,46.1,7.8,124.4,10.3,4,,2016-05-07T06:29:55,2016-05-07T17:36:07,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-08,22.2,17.9,19.5,22.2,17.9,19.5,15.6,78.9,0,0,0,,,,,12.8,137.3,1020.1,68.1,9.8,159.2,13.1,6,,2016-05-08T06:30:23,2016-05-08T17:35:33,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-09,24.5,17.8,20.9,24.5,17.8,20.9,15.2,70.8,0.2,100,4.17,rain,,,46.4,14.3,101.2,1018.6,31.6,7.8,117.1,9.7,4,,2016-05-09T06:30:51,2016-05-09T17:35:00,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-10,25,17.6,20.5,25,17.6,20.5,14.8,70.9,0,0,0,,,,50,27.2,297.2,1018.4,51.7,10,197.4,16.3,7,,2016-05-10T06:31:19,2016-05-10T17:34:28,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-11,23.2,15.9,19.1,23.2,15.9,19.1,14.7,76.6,0,0,0,,,,31.7,19.6,190.9,1020.1,74.4,10.2,144.6,11.9,5,,2016-05-11T06:31:47,2016-05-11T17:33:58,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-12,21.5,16.2,18.3,21.5,16.2,18.3,13.8,75.4,0.2,100,4.17,rain,,,,18.9,163.4,1021.9,91.3,9.7,135.6,11.2,5,,2016-05-12T06:32:15,2016-05-12T17:33:28,0.19,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-13,21,15,17.4,21,15,17.4,13.3,77.7,0,0,0,,,,,23.5,126.9,1023.4,84,9.6,171.5,14.2,6,,2016-05-13T06:32:43,2016-05-13T17:32:59,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-14,21.2,15.1,17.6,21.2,15.1,17.6,12.4,72.7,0,0,0,,,,,20.1,112.4,1024,79.2,10.4,182.7,15.2,7,,2016-05-14T06:33:11,2016-05-14T17:32:32,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-15,27.1,15.9,20.7,27.1,15.9,20.7,13.3,64.6,0,0,0,,,,46.4,24.4,13.6,1019.4,49,9.9,211.1,17.5,7,,2016-05-15T06:33:39,2016-05-15T17:32:06,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-16,26.1,18.9,21.7,26.1,18.9,21.7,16.5,73.2,6,100,8.33,rain,,,46.4,25.9,324.5,1015.9,64.3,9.8,118.8,9.9,4,,2016-05-16T06:34:08,2016-05-16T17:31:40,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-17,23.9,15.6,18.5,23.9,15.6,18.5,13.6,74.7,6,100,4.17,rain,,,29.5,21.3,210.5,1017.1,72.7,8.8,182.3,15.1,7,,2016-05-17T06:34:36,2016-05-17T17:31:16,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-18,16.5,14.9,15.4,16.5,14.9,15.4,13.5,88.3,19.6,100,8.33,rain,,,,14.3,142.7,1019.6,96.9,6,113.1,9.3,5,,2016-05-18T06:35:04,2016-05-18T17:30:53,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBST,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-19,16.6,14.1,14.7,16.6,14.1,14.7,13.1,89.6,2,100,4.17,rain,,,,17.3,136.2,1023,98,8.1,128.2,10.6,5,,2016-05-19T06:35:33,2016-05-19T17:30:31,0.43,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-20,23.8,14.1,18.1,23.8,14.1,18.1,15,82.4,0,0,0,,,,29.5,19,113.3,1022.8,76.2,6.5,170.2,14,7,,2016-05-20T06:36:01,2016-05-20T17:30:11,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-21,20.1,15.8,17.9,20.1,15.8,17.9,15.5,86,13,100,8.33,rain,,,46.4,13.7,324.9,1021.9,75.5,9.2,101.6,8.4,4,,2016-05-21T06:36:29,2016-05-21T17:29:51,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-22,26.6,15.5,21.1,26.6,15.5,21.1,15.3,71.6,0.1,100,4.17,rain,,,114.8,22,326.2,1019.1,51,10.2,149.4,12.3,6,,2016-05-22T06:36:57,2016-05-22T17:29:33,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-23,19.1,11.5,15.3,19.1,11.5,15.3,10.8,75.8,2,100,4.17,rain,,,50,22,207.6,1023,78.9,10.4,160.4,13.4,6,,2016-05-23T06:37:25,2016-05-23T17:29:15,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-24,17.6,10,13.7,17.6,10,13.7,10,79.2,0.6,100,4.17,rain,,,,28.1,124.8,1027.6,77.5,9.2,81.8,6.7,3,,2016-05-24T06:37:52,2016-05-24T17:28:59,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-25,21,13,16.3,21,13,16.3,12,76.5,0,0,0,,,,48.2,21,110.4,1025.7,73.9,10,160.5,13.3,6,,2016-05-25T06:38:20,2016-05-25T17:28:44,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-26,23.5,14,17.6,23.5,14,17.6,13,75.9,0,0,0,,,,,15.6,92.2,1021.8,68.8,8.1,173.2,14.2,6,,2016-05-26T06:38:47,2016-05-26T17:28:31,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-27,19.9,16.1,17.5,19.9,16.1,17.5,14,80,0,0,0,,,,,16,104.5,1021.9,87.4,7.7,162.6,13.3,6,,2016-05-27T06:39:15,2016-05-27T17:28:18,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-28,21.1,16,17.9,21.1,16,17.9,14.3,80.1,0,0,0,,,,,17.5,127.5,1023.9,91.1,9.8,161.9,13.4,6,,2016-05-28T06:39:41,2016-05-28T17:28:07,0.74,Overcast,Cloudy skies throughout the day.,cloudy,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-29,21.6,15.9,18.1,21.6,15.9,18.1,13.2,73.8,0,0,0,,,,38.9,25.1,330.1,1020.5,69.9,10.2,148.3,12.3,6,,2016-05-29T06:40:08,2016-05-29T17:27:56,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
"Sao Paulo,Brazil",2016-05-30,20.6,14.4,16.8,20.6,14.4,16.8,12.9,78,11,100,4.17,rain,,,,20,322.2,1017.7,63.5,10.1,158.8,13.1,6,,2016-05-30T06:40:34,2016-05-30T17:27:47,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"SBMT,83779099999,83075099999,SBKP,SBSP,83721099999,SBGR,83780099999"
